# data from ifeffit
#------------------------
#   r          chir_mag          chir_mag          chir_re          chir_re
  8.8357293       0.32301204       0.17629746E-02  -0.24727381      -0.87255560E-04
  8.8664090       0.31834476       0.16610907E-02  -0.11178894      -0.73178875E-03
  8.8970886       0.30974731       0.14317521E-02   0.50834301E-01  -0.10869351E-02
  8.9277682       0.29637693       0.11414510E-02   0.18961729      -0.10825866E-02
  8.9584478       0.27810113       0.86243765E-03   0.26153634      -0.86164740E-03
  8.9891274       0.25540658       0.64115589E-03   0.25136951      -0.58138321E-03
  9.0198070       0.22925076       0.49021397E-03   0.17623848      -0.27076898E-03
  9.0504866       0.20084416       0.44494623E-03   0.73158894E-01   0.11089985E-03
  9.0811663       0.17135347       0.56813165E-03  -0.20380675E-01   0.51796144E-03
  9.1118459       0.14157103       0.80555756E-03  -0.80272757E-01   0.77621192E-03
  9.1425255       0.11168250       0.10548261E-02  -0.98874622E-01   0.71965644E-03
  9.1732051       0.81317567E-01   0.12476542E-02  -0.81301546E-01   0.35380563E-03
  9.2038847       0.50072792E-01   0.13575539E-02  -0.41524736E-01  -0.14161602E-03
  9.2345643       0.20115712E-01   0.14037611E-02  -0.73480874E-04  -0.57620437E-03
  9.2652440       0.25747375E-01   0.14422747E-02   0.20305998E-01  -0.90070104E-03
  9.2959236       0.59001704E-01   0.15266593E-02   0.39660655E-02  -0.11908679E-02
  9.3266032       0.92711608E-01   0.16585547E-02  -0.46924435E-01  -0.15006983E-02
  9.3572828       0.12300837       0.17880287E-02  -0.10893657      -0.17626100E-02
  9.3879624       0.14741747       0.18600519E-02  -0.14710523      -0.18458347E-02
  9.4186420       0.16412951       0.18522781E-02  -0.13417377      -0.16976036E-02
  9.4493217       0.17219477       0.17871233E-02  -0.67497523E-01  -0.14013099E-02
  9.4800013       0.17166691       0.17207477E-02   0.27706329E-01  -0.10876403E-02
  9.5106809       0.16362976       0.17061787E-02   0.11094282      -0.80347696E-03
  9.5413605       0.15017060       0.17481194E-02   0.14677855      -0.48590150E-03
  9.5720401       0.13442460       0.18000948E-02   0.12120657      -0.64044494E-04
  9.6027197       0.12073697       0.18074704E-02   0.46674677E-01   0.43189598E-03
  9.6333993       0.11438460       0.17444846E-02  -0.44218283E-01   0.87680253E-03
  9.6640790       0.11939550       0.16241977E-02  -0.11178894       0.11607640E-02
  9.6947586       0.13549388       0.14880572E-02  -0.12415104       0.12789805E-02
  9.7254382       0.15880026       0.13791550E-02  -0.69988286E-01   0.13075128E-02
  9.7561178       0.18489960       0.13087905E-02   0.34756176E-01   0.13014466E-02
  9.7867974       0.21023813       0.12469071E-02   0.15032828       0.12333892E-02
  9.8174770       0.23219045       0.11494863E-02   0.22799259       0.10379113E-02
  9.8481567       0.24892945       0.98963247E-03   0.23137181       0.70832045E-03
  9.8788363       0.25936802       0.76792503E-03   0.15396638       0.33871325E-03
  9.9095159       0.26312515       0.50710991E-03   0.22875622E-01   0.67042630E-04
  9.9401955       0.26045786       0.24190181E-03  -0.11393214      -0.22725312E-04
  9.9708751       0.25214232       0.59173252E-04  -0.20978670       0.51996450E-04
